river_name,river_area,N_nodes,sim_nodes,DG,HC,HCE5,HCE10,HCR,HCRE5,HCRE10,BW,BWR,BWC,CL,RW,CO,EI
Ona,4406.11013895,417,NA,1.99520383693046,25.4722388293847,23.1091682228617,60.6400444748881,0.698111896098203,1.54125376236706,1.76087596561785,5621.23741007194,11242.4748201439,0.912042159598896,9.03010842068955e-05,2.61026009217965e-07,1,2.55302390203286
Oueme,1316.72611449,68,NA,1.97058823529412,12.0303264978005,17.9566727173674,32.4046426329305,0.833229118969144,1.60089471571151,1.89673112767628,246.279411764706,492.558823529412,0.106725563780108,0.00185550029751367,3.24267920216488e-05,1,2.51079491916
Mfolozi,10206.0066677,467,NA,1.99571734475375,26.5225896148921,24.525529129245,62.7301204952475,0.704790196109065,1.56325376120824,1.8117162052668,7570.63597430407,15141.2719486083,0.290872572503641,6.58326940834605e-05,1.54975806643461e-07,1,2.55491939405954
Rio.Molocue,6245.41051812,319,NA,1.99373040752351,20.7728648530348,21.2318649073105,49.4938565088936,0.690916840622718,1.54534429840217,1.76343867262489,4857.18181818182,9714.36363636372,0.799120753120914,0.000103752278509187,3.7229709869239e-07,1,2.52586333476352
Ruvu.River,17680.4303718,765,NA,1.99738562091503,35.3605108225067,26.6221164767006,76.0917988474439,0.700713187347983,1.56332763274092,1.81913156347132,13394.277124183,26788.5542483676,0.726588410706436,3.76758749665113e-05,5.68607600782848e-08,1,2.56797407253484
Rio.Melela,8313.79461101,453,NA,1.99558498896247,25.2180158739914,23.3317998229608,57.8571289387498,0.693830819091217,1.55242158315665,1.79043513268019,7491.56732891832,14983.1346578367,0.788040472042476,6.71528678621839e-05,1.70077432879489e-07,1,2.5511140903184
Bero,11104.7538476,518,NA,1.996138996139,29.7326214029924,24.9573711858739,70.2954160039399,0.707612512553467,1.55477317569688,1.79552125216911,6987.55598455598,13975.1119691126,0.8791032654995,7.19941884505243e-05,1.63703091413858e-07,1,2.55339534803012
Hoarusib,15104.5671475,751,NA,1.99733688415446,34.6687762294167,26.360884467544,74.5768326342587,0.700040056567548,1.56623751011186,1.81769479787042,13476.533954727,26953.067909456,0.762746146426664,3.74008987599507e-05,5.65439933522735e-08,1,2.58811037253591
Umbuluzi.River,5493.09480364,243,NA,1.9917695473251,20.245302726482,22.1094717155789,53.0613466502851,0.717368269714242,1.53087754028775,1.75236433871022,2363.96296296296,4727.92592592607,0.552071610300802,0.00021063204626721,1.01656781025914e-06,1,2.53459474348268
Shiloango,13121.9750289,629,NA,1.99682034976153,30.1452044533112,23.5351903084736,64.5483163369619,0.685531536380295,1.5464279322819,1.77223694059215,11020.1621621622,22040.3243243248,-1.62433963574606,4.63893514010193e-05,8.88382638810915e-08,1,2.53369265628063
Yewa,4756.88094854,279,NA,1.99283154121864,23.1006031395534,25.2757008950428,62.5326150770995,0.733059466401867,1.57022863991303,1.82359918608012,2632.75627240143,5265.51254480288,0.502514039197169,0.000190137789793112,8.18279260853552e-07,1,2.58446973634745
Kouffo,3700.41632451,187,NA,1.98930481283422,16.9258841300259,19.9247596003576,43.1350054718964,0.714421670484355,1.54851764090514,1.77087500440793,1922.95721925134,3845.91443850269,0.0945881047624547,0.000257360559475048,1.55562765761838e-06,1,2.54008742313979
Lokoundje,5541.00447224,733,NA,1.99727148703956,34.0780907185531,25.0624103432838,72.0292358601817,0.691709487018503,1.55088340219195,1.79190258978425,12367.789904502,24735.579809005,0.638951617374916,4.08325084609296e-05,6.54874389577965e-08,1,2.56037560893182
Sehnkwehn.River,5787.11939444,960,NA,1.99791666666667,35.5108473191232,24.3950031636395,67.4241542818825,0.678225441879714,1.55599746194816,1.79410368367471,22464.6416666667,44929.2833333356,0.82009138834394,2.27113804072747e-05,2.78122142174927e-08,1,2.56330062923462
Kwa.Ibo,3791.07346615,568,NA,1.99647887323944,30.1376663462155,24.9697852274351,68.8274784718626,0.702542539133021,1.55810808504564,1.80334059313311,8825.14788732394,17650.2957746481,0.864661450535407,5.6855355103043e-05,1.13441013890367e-07,1,2.55909433304557
Dibamba,3485.32931222,446,NA,1.99551569506726,26.8474538006783,24.2153030529133,63.8411597522069,0.707149505962593,1.56239618061507,1.80455562936399,6026.32959641256,12052.6591928254,0.628999848333256,8.39165904107688e-05,2.25718081870086e-07,1,2.56222090820251
Calabar.River,1629.83871044,306,NA,1.99346405228758,21.6178338316504,22.1257948964987,53.3630932822239,0.702987348271921,1.55088073905389,1.78171860628059,3783.45424836601,7566.90849673217,0.419475327279045,0.000132209910878324,4.9778507176168e-07,1,2.56291337352775
Great.Kwa.River,1852.40866897,367,NA,1.99455040871935,22.8345969506705,22.2514528871285,54.0487323221976,0.696998536228626,1.55955471087943,1.78879864307178,5457.49591280654,10914.9918256133,0.437883010187851,9.22716700293453e-05,2.90129294894062e-07,1,2.55006243984026
Meme,2011.51076147,313,NA,1.99361022364217,24.3686976216138,25.2344276903902,64.9198764697414,0.73342898473936,1.5687795642508,1.83383612882774,3033.46325878594,6066.92651757195,0.748100489612862,0.000162139985140567,5.890596936043e-07,1,2.55343686210688
